unique_id,random order,first x,tabu tenure,0 — 1,1 — 2,2 — 3,3 — 4,4 — 5,5 — 6,6 — 7,7 — 8,8 — 9,9 — 10,10 — 11,11 — 12,12 — 13,13 — 14,14 — 15,15 — 16,16 — 17,17 — 18,18 — 19,19 — 20,20 — 21,21 — 22,22 — 23,23 — 24,24 — 25,25 — 26,26 — 27,27 — 28,28 — 29,29 — 30,30 — 31,31 — 32,32 — 33,33 — 34,34 — 35,35 — 36,36 — 37,37 — 38,38 — 39,39 — 40,40 — 41,41 — 42,42 — 43,43 — 44,44 — 45,45 — 46,46 — 47,47 — 48,48 — 49,49 — 50,50 — 51,51 — 52,52 — 53,53 — 54,54 — 55,55 — 56,56 — 57,57 — 58,58 — 59,59 — 60,60 — 61
14large,True,5,50,"36015,891665","28908,594888","28763,532601",,,,"27636,954308","23926,284924","23223,296181","22079,751947",,"20142,071597","19824,483118","18446,866279","15977,767254",,,"15789,727579",,"14513,860777","12586,9508","11877,525675",,"11100,112343",,"10940,092557",,,,"10637,202081","9465,5322672","8634,3053461",,"8010,3178579",,"8009,2149615","7377,2214596","7091,8953876","6432,920018","5830,7890708","5618,0570757",,,"5594,5784436","5310,0260484",,,"4917,7384732","4371,5684534",,"4319,1523829","4030,5689171",,,"3251,8193511",,"3232,0718608",,,,"3208,8165673"
14large,True,5,100,"36928,592019","30286,566338","30006,644722",,,"29768,329882","27381,790299","26872,765916",,,"26645,481713","26098,195313","25465,696061",,,"25182,352883",,,"24965,962228","24626,830244",,,"23301,700809","22251,042524",,,,"21664,057755","21143,103464","18322,511284","17793,578942","16847,042619",,"15631,074413",,,,"15151,354873",,"14673,648655",,"13089,862718","11840,890163",,,"11645,820584","11501,752387",,,,,"10682,540605",,,,,,"10416,422381","9867,8351322",,
14large,True,10,10,"38381,452903","33126,983485","32782,993453",,"30850,571315","30171,743731","27777,9734","25287,918022","24239,170083",,,,"23370,665759","23003,299355",,,,"21558,967675","19836,369132","19127,157641",,"18897,45964",,,,"18548,276915","15875,046533","14685,8536",,,"13698,285841","12926,450177",,"11885,214579","10014,180498","8618,8004454","8364,0548642",,"8305,2753543","7045,467885","6609,5637609","5587,3583606","5273,9900451","4817,4402528","4436,9353578","4371,9888073","4165,8343802","3376,8719952","3025,8590255",,,,"2890,7631864","2772,0120925","2548,9512034",,,"2191,611887",,"2173,9275888","2094,9762174"
14large,True,10,50,"38955,668737","34025,375261","28704,691254","25372,728029","22704,279524",,,,"22620,643041",,,,"20024,34945","16979,033794","15520,256341","14084,88238","12055,117077","10949,394956",,,"10388,603322","9885,5207828","8666,1786401","7215,0428474","6375,0444172",,"6319,8996712",,,"5261,6199252","5197,7232419",,"5006,2128042","4381,653262",,,,"3405,9967707","2712,9417306","2329,0870886","1649,9179675",,"1574,7043483","668,41857282","362,15574447",0,,,,,,,,,,,,,,,
14large,True,10,100,"38546,668628","32630,7718","27764,484042","25149,350297","23077,639861","20451,526054","16909,40069","15311,702125","14335,24266","12765,704257","11300,894818","10839,133827",,,"9817,296257",,,"8520,9339497","6664,8878618","6456,4810224",,,"6215,2616564","6130,3145836",,"5802,4137105","5754,1735821","5014,2837856","3627,261029","3133,9298058",,"2704,39168","2529,9919222","1496,6742413","827,77154751","218,35216299",,,,"26,840556249",,,0,,,,,,,,,,,,,,,,,,
15large,False,1,10,"42696,913123","39852,267397","39738,480606","39108,72487","38538,699818","36480,07737","30706,728729","28907,681039","25042,140044","24591,574983","19009,917763","17101,709388","16823,494644","16580,512225","16317,698354","16159,091025","16137,772982","15947,533742","15862,369691","15671,372735","15439,715646","15276,08286","14495,238009","14157,872032","14128,071192","14105,582416","13826,949236","13419,098212","13086,348681","12893,533323","12819,407676","12324,339841","12232,96461","12152,251822","12033,263424","12010,785847","11946,987744","11946,987744","11895,858453",,"11826,569445","11826,569445","11767,639087",,"11767,639087","11610,716557","11555,027822","11361,53063","11229,431819","10979,443466","10965,242868","10795,109137","10764,719696","10715,499643",,"10715,22453","10612,027661","10605,231399","10605,231399","10548,71231","10512,618462"
15large,False,1,50,"42790,234403","39945,358731","39837,641737","39317,803898","38806,68507","37852,436945","30718,909691","30445,370657","25268,820187","24871,475689","19962,490463","17132,994285","16860,660599","16725,813319","16317,698354","16241,160287","16137,772982","16038,2093","15924,943452","15740,696834","15439,715646","15314,925792","14796,554602","14344,964854","14157,872032","14105,582416","14004,439084","13658,405785","13117,126995","12893,533323","12819,407676","12493,648117","12252,485768","12166,117794","12033,263424","12033,263424","12010,785847","11946,987744","11946,987744","11895,858453","11826,569445",,"11826,569445","11767,639087","11767,639087","11610,716557","11555,027822","11546,669182","11295,139183","11069,678944","10979,443466","10862,236165","10795,109137","10764,719696","10715,499643","10715,22453",,"10612,027661","10605,231399","10548,71231",
15large,False,1,100,"42747,868706","39940,217336","39741,995889","39159,229685","38650,659022","37841,707751","30706,728729","29038,14435","25194,949064","24591,574983","17680,413035","16947,642034","16761,096916","16580,512225","16317,698354","16144,355647","16137,772982","15947,533742","15862,369691","15671,372735","15420,238352","15248,726035","14495,238009","14157,872032","14128,071192","14105,582416","13690,244558","13338,933336","13086,348681","12893,533323","12519,970863","12324,339841","12232,96461","12152,251822","12033,263424","12010,785847","11946,987744","11946,987744","11895,858453",,"11826,569445","11826,569445","11767,639087",,"11767,639087","11610,716557","11555,027822","11532,398728","11229,431819","11018,142848","10965,242868","10795,109137","10764,719696",,"10715,499643","10715,22453","10612,027661","10605,231399","10605,231399","10548,71231","10512,618462"
15large,False,5,10,"42286,592098","41851,329031","41472,994351","40864,42523","40776,547526","40515,726863","40350,777978","40026,063056","39900,305119","39845,964208","39375,835065","39305,871725","39039,194681","38895,775857","38818,809548","38642,778343","38171,139927","38130,464153","37970,744696","37875,098848","37688,238338","37585,770144","37409,700865",,,"37203,973165","37203,973165","37092,267901","36905,407391","36747,089812","36671,965757",,"36579,702363","36464,673621","36306,356042","36103,629","36045,197508","35950,34486",,"35774,57095","35665,299334","35559,841532","35405,621841",,"35324,810987",,"35229,682331","35229,682331","35170,913944","35084,545969","35050,975177","35018,588637","34884,628059","34844,023712","34638,296012",,"34492,345121","34375,896173","34227,215726","34056,347628","34033,870052"
15large,False,5,50,"42286,592098","41851,329031","41472,994351","40864,42523","40776,547526","40709,74251","40361,507172","40026,063056","39911,034313","39845,964208","39664,351962","39305,871725","39039,194681","38895,775857","38818,809548","38642,778343","38426,081504","38171,139927","37970,744696","37875,098848","37688,238338","37585,770144","37409,700865","37203,973165","37092,267901","36905,407391","36747,089812","36671,965757",,"36579,702363","36464,673621","36306,356042","36103,629","36045,197508","35950,34486","35774,57095","35665,299334","35559,841532","35405,621841","35324,810987","35229,682331","35229,682331","35170,913944","35084,545969","35050,975177","35018,588637","34884,628059","34844,023712","34638,296012","34492,345121","34375,896173","34227,215726","34033,870052","33800,974836","33386,755351","33153,759582","32855,199045","32855,199045","32796,430658","32505,549523","32299,942554"
15large,False,5,100,"42286,592098","41851,329031","41472,994351","40864,42523","40776,547526","40709,74251","40361,507172","40026,063056","39911,034313","39845,964208","39664,351962","39305,871725","39039,194681","38895,775857","38818,809548","38642,778343","38426,081504","38171,139927","37970,744696","37875,098848","37688,238338","37585,770144","37409,700865","37203,973165","37092,267901","36905,407391","36747,089812","36671,965757","36579,702363","36464,673621","36306,356042","36103,629",,"36045,197508","35950,34486","35774,57095","35665,299334","35559,841532","35405,621841","35324,810987","35229,682331","35229,682331","35170,913944","35084,545969","35050,975177","35018,588637","34884,628059","34844,023712","34638,296012","34492,345121","34375,896173","34056,347628","33800,974836","33588,997901","33386,755351","33153,759582","32855,199045","32855,199045","32622,105508","32505,549523","32299,942554"
15large,False,10,10,"41242,209029","33996,253535","31744,705874","30048,482758","27788,420397","27193,039186","25043,743243","23108,042343","21172,760553","19679,878339","19321,428437","18689,5943","18273,344331","17534,966495","16158,1257","15490,659987","14995,619448","14725,876274","14370,396821","13797,775234","13087,549239","12668,933963","12442,578597","12257,839716","12173,670271",,"11895,850697","11341,556231","11237,671371",,"10308,264643","9843,1066535","9595,7346463","9429,4836161","9088,5973884",,"8919,0192617",,"8688,5171086","8580,2580067","8496,1108287","8241,1692518","8137,1300317","7992,5556763","7804,9602618","7361,4136474","7245,432941","7077,8053714","6498,5594027","6288,4807867","5640,6800992","4771,8944053",,"3532,1424861","3276,393055","3086,3510161","2814,7169857",,"2782,3304455","2750,0031601",
15large,False,10,50,"41242,209029","34299,772564","31744,705874","30523,875042","28842,938138","27193,039186","25043,743243","22771,001911","21172,760553","19679,878339","19321,428437","18689,5943","18037,596732","17534,966495","16158,1257","15490,659987","14995,619448","14725,876274","14370,396821","13797,775234","13087,549239","12668,933963","12442,578597","12257,839716","12173,670271",,"11895,850697","11433,265826","11237,671371",,"10308,264643","9843,1066535","9595,7346463","9429,4836161","9088,5973884",,"8919,0192617",,"8688,5171086","8580,2580067","8496,1108287","8241,1692518","8137,1300317","7992,5556763","7553,3440458","7361,4136474","7245,432941","7077,8053714","6498,5594027","6047,1882639","5640,6800992","4771,8944053","4710,0797549","3532,1424861","3086,3510161",,"2814,7169857","2782,3304455",,"2750,0031601",
15large,False,10,100,"41242,209029","33996,253535","31744,705874","30257,197998","28468,310893","27193,039186","25043,743243","22771,001911","21172,760553","19679,878339","19321,428437","18689,5943","18037,596732","17278,118169","16158,1257","15490,659987","14886,653333","14725,876274","14370,396821","13797,775234","13087,549239","12668,933963","12442,578597","12257,839716","12173,670271","12112,547536","11895,850697","11341,556231","11237,671371",,"10308,264643","9843,1066535","9595,7346463","9429,4836161","9088,5973884",,"8919,0192617",,"8688,5171086","8580,2580067","8496,1108287","8241,1692518","8137,1300317","7992,5556763","7553,3440458","7361,4136474","7245,432941","7077,8053714","6498,5594027","6288,4807867","5640,6800992","4771,8944053",,"3532,1424861","3276,393055","3086,3510161","2814,7169857",,"2782,3304455","2750,0031601",
15large,True,1,10,"39662,733041","34267,72624","29543,757131","25440,477808","24418,950613",,,"22943,566012",,,"21895,584329","18775,926368","15062,184277","13309,625161","11447,624449","10330,139803","9076,5499409","7154,2483327","6315,7432426",,,"6282,9385562","6093,3409271","6093,3409271","6076,9743396",,"4931,1080876","3906,6712583","2776,7889634",,,,"2149,1067051","1366,642885","967,32343327","838,31814949","547,8053953",,,,"485,56463421",0,,,,,,,,,,,,,,,,,,,
15large,True,1,50,"38805,306808","33501,414652",,"30447,429756","30063,66572","29874,740206","28351,500654","26450,212061","25138,163992","23162,348122","20338,279707","19201,181295",,"17593,539179","15649,414555","13342,904044",,,,,"13174,100698",,,"12285,165727",,"11677,561487","11563,625843",,"10931,095339","10913,18159",,,,,"10701,154217","9866,5566734",,,,"9282,4503908","7498,9503343","7320,0710508","6746,9140582","6389,9473745","5007,9590243",,"4847,0146554","4782,4670297","4323,5617255","4045,4016066",,,"3555,7313468","3511,4359209",,,"3187,2172849",,,"3175,7318657",
15large,True,1,100,"40189,591667","35220,918866","30877,839305","26376,015106","22622,730914","22599,842622",,"22565,310885",,,,"20178,047733","16371,902569","15765,0624",,,,"14259,596424",,,,"14259,596424","13863,27779","13246,336811","12269,825003",,,"12179,902076",,"12155,015227",,"11924,358217","10492,707057","9924,6997723",,,"7967,3473751","6154,2611205","5379,0958443",,,"5350,3615665","5337,5930834","5242,3911662","4968,6420127","4762,9576978","4255,6775497","3059,6281374",,,"2911,70275","2539,154482","1732,4169147",,"1577,3827719",,"975,86162237",0,,,
15large,True,5,10,"39496,850385","33307,25124","28797,830962","24888,249236","21658,798258","18531,854174","17110,53179",,,,"16478,185825",,"16318,466368",,,"15500,361438",,,"15280,958884","15186,739619","13079,339138","12520,986443",,,"12268,893913",,"11995,591913","11659,190265","11011,711382",,"10320,463638","10074,13159",,,"9433,7170116","8124,8564854","7139,9147738",,,"7015,7210063",,,,"6206,8995795","5749,2456664","4764,3679628","3862,4311351","3017,6163751","2336,5600458","2029,6604916",,,,,"1276,0499514","558,65459879",0,,,,
15large,True,5,50,"38467,586293","34396,644857","30377,650823","26580,553695","22978,501589",,"22460,734192",,,,"20324,532658","19188,515914",,,,"19122,808549",,,,"17295,647395","14574,951485","12604,726044","11054,951529","10202,917811",,,"9901,6837282",,,"9608,9230475",,,"9064,4938249","8636,5774697",,"8573,5045287",,"8439,235814","8290,3314092",,,"7557,0293059","6853,6873752","6179,4068691","5597,6535263","5090,3919621",,"4687,5878841","4205,3123677","2881,9383247","1752,9232942","854,39905585","73,231863153",,,,,,0,,
15large,True,5,100,"40271,562454",,"39493,473318",,,"38462,003368",,"38024,47679","36270,180962",,"35661,0016",,,"35416,015758",,,,,"34846,308875","33329,145719",,"33211,503636","32964,653601",,,"32594,051512",,"31888,92229","31530,131914","30982,341078",,,"30302,533737",,,,"30065,309154","29734,920248",,,"29591,336684","28857,949218","25211,283642",,,,"24931,848707","23109,935833",,,,,"22914,931225",,,"22805,96511","22738,90002",,"21915,084964",,
15large,True,10,10,"40582,051512","34902,398258","31372,943957","27254,530367","24051,063519","20410,745022","17332,282124","15345,246395","14368,660916","11873,917563",,,"11501,271321",,,"11252,28099",,"10852,190084","10284,096856","9129,7055961","7293,8459219","7138,3091745","6614,2801494",,"6001,4071698","5409,8888144",,"5221,5619603","4717,4428738","4413,4176325","4057,0259496","3837,6233954",,"3569,1641335","3472,8979018",,,"3112,008597","2772,8032793","2608,4673947",,"2514,0771529","2190,5008672","2087,5167442",,"1346,377273",,,"895,0718765",,,"792,08775346",,,,"648,28539336",,,,,"505,63093704"
15large,True,10,50,"39832,776666","34862,386214","29791,781496","25947,028085","23440,004552","21410,080813","20507,658174",,"18887,299843",,,"18017,358329",,,,,"17005,743253","16836,970959",,"15628,726577","12669,004256","12669,004256",,,,"12191,435572","11852,941644",,"11642,534014","11402,863123",,,,,"10679,848311",,,,"10075,821577","9163,8413681",,,,,"8723,8753965",,,,,,"8613,3351672",,,"8146,9433263","7474,4772981",,,,"7134,2985505",,
15large,True,10,100,"40044,927696","34626,728062","29438,204145","26189,061249","23784,151667","22636,261827",,"22549,40027",,,"22196,463835",,,,"21615,561874","19088,635472","18765,137667","17918,03935","16768,443255",,"16581,582745",,,"16003,01529","13674,12189","11923,384815","11251,269283","10835,631251","10169,060264","9590,8462252","9214,5069122","8252,920035","7395,1694482","7219,138243",,,"6698,3105515",,"5292,3436303","4682,47846","4099,4702138","3489,2991524",,,,"2582,321262","1670,6424956","1158,6581658","838,40719254",,,0,,,,,,,,,
16large,False,1,10,"41971,387891","41748,448185","41658,746804","41409,936163","41183,079926","40983,031625","40848,080834","40005,834648","39766,092745","39302,550755","34097,89089","29842,94612","29537,721374","29115,776975","28947,878453","28598,22961","28307,351784","28237,534982","28106,771269","27964,092456","22151,394568","19565,19632","18999,179915","18986,428153","18940,033485","18850,069915","18743,677018","18636,210566","18617,41837","18520,017552","18497,445053","18398,234487","18353,503127",,"18259,588887","18245,147481","18237,231723","18158,947082","18026,851299","18017,213408",,"17986,079458","17850,576832","17808,491081","17799,723595","17798,198101","17771,86655","17743,569065","17528,140976","17517,847996","17454,799957","17417,843992","17009,556447","16470,009704","14789,272963","14789,272963","14699,309393","14659,454014","14489,832606","14465,579463","14428,922545"
16large,False,1,50,"41971,387891","41665,887827","41479,002867","41401,921367","41183,079926","40983,031625","40829,246989","39863,41978","39634,237923","34481,407872","31969,859742","29737,103218","29236,492079","29006,969724","28791,709381","28598,22961","28307,351784","28145,774545","28106,771269","27568,868712","22151,394568","19565,19632","18999,179915","18986,428153","18884,133477","18850,069915","18743,677018","18636,210566","18617,41837","18520,017552","18497,445053","18398,234487","18353,503127",,"18259,588887","18245,147481","18237,231723","18158,947082","18026,851299","18017,213408","17986,079458","17850,576832",,"17808,491081","17798,198101",,"17771,86655","17743,569065","17528,140976","17517,847996","17454,799957","17009,556447","17009,556447","16220,600466","14789,272963","14699,309393","14696,110932","14659,454014","14489,832606","14465,579463","14428,922545"
16large,False,1,100,"41971,387891","41748,448185","41617,815466","41409,936163","41183,079926","40950,334633","40591,034922","39959,415248","39634,237923","36809,334056","31325,795235","29737,103218","29517,423392","29101,450195","28821,737569","28344,710792","28307,351784","28237,534982","28106,771269","27720,128724","22151,918657","19565,19632","18999,179915","18986,428153","18940,033485","18850,069915","18743,677018","18636,210566","18617,41837","18520,017552","18497,445053","18398,234487",,"18353,503127","18259,588887","18245,147481","18237,231723","18158,947082","18026,851299","18017,213408","17986,079458","17850,576832","17808,491081","17799,723595",,"17798,198101","17771,86655","17743,569065","17528,140976","17517,847996","17454,799957","17009,556447","17009,556447","16220,600466","14789,272963","14789,272963","14696,110932","14659,454014","14489,832606","14465,579463","14428,922545"
16large,False,5,10,"41913,752962","41236,510719","39530,531837","28210,251823","23892,366647","20475,526478","17424,728621","16332,72649","14718,093691","14421,347678","12976,399204","11998,964363","11807,421875","9002,3124393","6893,2398544","6725,0279601","6670,1046471","6376,0241344",,"5738,251476","5669,7956526","5615,3700154",,"5500,8134303","5171,1140481","4803,1736293",,"4772,7174607","4691,1592732",,"4660,0164606",,"4630,0777427",,"4177,3952475","3863,5493148","3542,8523864","3093,1664064","2946,3239618","2661,3097275","2265,0273125","1201,497705",,"1166,6655459","1125,2157468",,"1086,8152767",,,"1041,3012",,,"998,39856521",,"906,61803692",,,"871,78621302",,,"871,78621302"
16large,False,5,50,"41913,752962","41236,510719","39534,804296","29328,05484","24485,887397","20475,526478","17424,728621","16332,72649","14718,093691","14421,347678","12976,399204","11998,964363","11807,421875","9868,8214569","6893,2398544","6725,0279601","6670,1046471","6376,0241344",,"5738,251476","5669,7956526","5615,3700154",,"5500,8134303","5171,1140481","4889,471773","4803,1736293","4772,7174607",,"4691,1592732","4660,0164606",,"4630,0777427",,"4486,0979054","3863,5493148","3638,3068799","3241,5314102","3052,1452029","2793,4055097","2463,4060133","2230,8842607","1201,497705",,"1166,6655459","1125,2157468",,"1086,8152767",,,"1041,3012",,"998,39856521",,,"906,61803692",,"871,78621302",,,"871,78621302"
16large,False,5,100,"41913,752962","41236,510719","39530,531837","28351,41794","23733,334849","20475,526478","17424,728621","16332,72649","14718,093691","14421,347678","12976,399204","11998,964363","11807,421875","8845,6192792","6893,2398544","6725,0279601","6670,1046471","6376,0241344",,"5738,251476","5669,7956526","5615,3700154",,"5500,8134303","5171,1140481","4889,471773","4803,1736293","4772,7174607","4691,1592732",,"4660,0164606",,"4630,0777427","4630,0777427","4177,3952475","3863,5493148","3638,3068799","3093,1664064","2946,3239618","2661,3097275","2265,0273125","1201,497705",,"1166,6655459","1125,2157468",,"1086,8152767",,,"1041,3012",,,"998,39856521",,"906,61803692",,,"871,78621302",,,"871,78621302"
16large,False,10,10,"42236,776157","41543,878096","41285,762097","40550,903039","40097,582409","39806,314002","39623,645433","39137,718745","38927,353282","38600,623365","38269,162079","38112,44778","37960,553664","37373,125403","37200,243943","36885,989672","36669,03609","36304,657129","36241,99633","35725,055801","35435,354197","35219,926108","35147,961868","34913,643542","34609,104228","34483,494398","34483,494398","34227,068334","33973,616861","33608,788328","33570,820959","33529,18714","33321,735174","33160,536495","33068,188911",,"33068,188911","32373,215087","31901,248623","31724,68187","31515,881331",,"31238,386454","31068,079232","30891,269143","30706,668207","30579,019367","30331,819868","30026,856463","29891,353837","29656,961853","29506,073874","29408,673056","29235,653844","29235,653844","29113,590613","28946,629918","28841,458012","28677,608653",,"28397,470128"
16large,False,10,50,"42236,776157","41543,878096","40985,059265","40550,903039","40097,582409","39806,314002","39348,829822","39137,718745","38927,353282","38366,489114","38269,162079","38112,44778","37700,540112","37373,125403","36885,989672","36885,989672","36669,03609","36241,99633","36008,982945","35725,055801","35435,354197","35219,926108","35147,961868","34913,643542","34609,104228","34483,494398","34227,068334","33973,616861","33853,249875","33608,788328","33570,820959","33529,18714","33321,735174","33160,536495","33068,188911","33068,188911","32547,398301","31901,248623","31724,68187","31515,881331","31238,386454","31068,079232","30891,269143","30706,668207","30579,019367","30331,819868","30026,856463","29891,353837","29656,961853","29506,073874","29408,673056","29235,653844","29235,653844","29113,590613","28946,629918","28841,458012","28677,608653",,"28397,470128","28310,822337","28189,327736"
16large,False,10,100,"42236,776157","41470,054743","40985,059265","40550,903039","40097,582409","39806,314002","39348,829822","39137,718745","38927,353282","38366,489114","38269,162079","37960,553664","37700,540112","37373,125403","36885,989672","36885,989672","36648,624968","36241,99633","36008,982945","35725,055801","35435,354197","35219,926108","34913,643542","34609,104228","34609,104228","34483,494398","34227,068334","33973,616861","33853,249875","33608,788328","33570,820959","33529,18714","33321,735174","33160,536495","33068,188911","33068,188911","32373,215087","31901,248623","31724,68187","31515,881331","31238,386454","31068,079232","30891,269143","30706,668207","30579,019367","30331,819868","30026,856463","29891,353837","29656,961853","29506,073874","29408,673056","29235,653844","29235,653844","29113,590613","28946,629918","28841,458012","28677,608653","28397,470128",,"28310,822337","28189,327736"
16large,True,1,10,"37030,821139","34253,142109","33932,687325","31452,614037","28897,430716","27425,930516","26701,207471","26321,609621",,"26212,672118",,,"24076,625291",,"22409,350025","19827,851434","18989,78655",,"18451,428368","16306,817219","13844,914562","11723,918855","9960,4824564","7842,8779994","6978,2142869","6403,1371502","5574,0964184","4790,0680161","4368,1036324",,,,,"4367,355051",,,"3484,1334048","1913,3606891","1335,0025611","314,23636165",0,,,,,,,,,,,,,,,,,,,,
16large,True,1,50,"39822,418392","36411,368897",,,"36111,787865",,,"32883,387711","29263,175782",,,"27438,63654","24911,834153","24664,37449","24448,48039",,"24011,593843","23914,266808",,"22714,589246","22499,623897","22445,210409","22308,199973","22003,623125","21762,92321","19785,394398","19255,002459",,,"17818,226521","16227,622977","14967,200935","14485,414048","13471,901154","12788,906922","10914,945118","9814,279639","9499,9260561","8436,481312","7306,9358562",,"6183,8854735","4442,0408033","3859,0456261","3859,0456261","3824,7666296",,,"3774,9649558","2311,6313827","2094,3209853",,,"1836,3914426",,,,"1347,3562531","1184,2431196",,
16large,True,1,100,"35915,192965","29971,825073","26279,259465","22784,89704","21626,631096",,"21626,631096",,,"21524,450519","21143,034935",,,"20783,971935","17428,95027","17124,304121","16497,993624",,,,"16362,430584",,,"14354,650957","13304,434405",,"12845,310497","12717,602487","12715,977446","10506,056728",,,,"10220,066494",,"10220,066494",,,"9691,4901821","9180,1000602","9060,7971994","7175,3255135","7080,9585476","6864,0489469",,,,"6746,3010508",,,,"6613,7854039","5878,2068999",,"5739,5175535",,,"3868,7032857","3012,7264402","1775,9006402","1759,9579226"
16large,True,5,10,"36491,265342","30163,116325","26818,848431","21301,939952","20274,102785",,"19817,129039","15376,789148","12698,00089","12603,081256","12258,24714",,"12004,728323",,,,,"10933,103285",,,"10533,83422","9267,1861918",,"8944,3689813",,"8647,743245",,,"8187,8806378",,"7844,9482593","6487,5192561","5914,7671507","4413,9904508","3612,7228676",,"3611,2576142",,"2975,2397336","1916,6486826","1763,1510288",,"1638,532236",,,,,"1428,1900873","122,64361",0,,,,,,,,,,,
16large,True,5,50,"37590,708942","34783,988912","32952,811415","30588,094508","28471,264322","25724,9304","23336,25948","22745,28233","20700,917178","17555,508733",,"17471,314125","16033,756706","15782,690688",,,"15207,079439",,,"14977,448505","12264,613597","10685,222032","9617,7290871",,,,,,,"8210,1242941","6768,1127553","5331,2954591",,,,,"5045,6051147",,,,"4914,2828074","4610,0809701","4561,2858031",,,"4416,2803827","3310,5180008","2391,955283","1778,0939507","1319,2906003","696,2566792","321,10900779","107,31094127",,0,,,,,,
16large,True,5,100,"35429,756264","28823,886469","24324,784632","23389,413401",,"23249,969559",,"22843,805383","22369,076597","21011,486575","19192,231336","16021,807329",,"13432,738717","11370,373741","8745,1406347","7607,9932951","6267,8382172","5715,0503886","5092,387851",,"4793,329273","3106,0300511","2298,8448301","1397,4099138","190,59105294",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16large,True,10,10,"37326,602091","32799,826323","27960,026856","23788,477917","20689,269405","18033,171097","15359,627304","13508,704027",,"11795,96619","11220,968125","10413,176113",,"9270,8068018","8891,2144455","7900,7325329","7062,3094451",,"6290,3246175","5256,4156906","4937,0528419","3727,1742916","3305,893731","2815,3837178","1755,0780891","1640,5616489","1490,5330917","1147,058669","682,823594","327,44067902","107,54096594","63,476620837",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16large,True,10,50,"36928,783293","30885,686467","27350,47371","23136,575424","21357,57843",,,"21148,790187","20247,132317","20062,839672",,,,"18628,678675","15438,69967","12757,683076","10494,539254","8650,5723102","7203,6046746","5658,1495398","4147,5828035","3052,5473822","2595,0788759","1132,1026165","322,00736144",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16large,True,10,100,"36314,287146","29955,325672","26790,507636","23171,089189","20974,104626","17816,874648","15357,858294","13688,611913","12766,667028","11974,450531","11070,163069",,,,"10751,506342",,,"9834,3883124","9660,9183168","8129,6362631","6916,4008729","6576,9381134",,"6356,3448063",,"5741,0209527",,,,"5581,7933955","5264,8686053","4141,7278034","3577,1211299","2796,2265586","2673,7120669","1751,3498677","1462,1334546","1349,6090514","565,18944897",0,,,,,,,,,,,,,,,,,,,,,
17large,False,1,10,"35371,579599","33243,176945","30988,355321","30463,812924","30139,446025","29938,156235","29716,967755","29551,92359","29207,871883","29181,800364","28971,936369","28838,577957","28638,399409","28303,002069","28169,636321","28055,622482","27990,10814","27936,075197","27609,311002","27604,986697","27545,853268","27401,28426","27191,096885","27096,004847","26953,314702","26948,089579",,"26815,925128","26790,482065","26776,134822","26752,876656","26716,281543","26689,536007","26382,179375","26310,523992","25966,02083","25723,555424","25712,999632","25596,91625","25537,552008","25535,472384","25456,291201","25334,1884","25261,442042","25251,615416","25198,325313","25178,066755","25004,468829","24951,138211","24929,024418","24910,70521",,"24850,675831","24790,525954","24775,518016",,"24654,94039","24484,546461","24032,79184","23726,998376","23706,071693"
17large,False,1,50,"34092,279711","33243,176945","31092,042432","30510,74126","30226,783589","29938,156235","29716,967755","29551,92359","29333,184494","29195,021981","29107,088408","28838,577957","28612,315857","28303,002069","28169,636321","28118,540162","28038,471003","27936,075197","27609,311002","27604,986697","27545,853268","27436,999877","27401,28426","27096,004847","26953,314702","26953,314702","26948,089579","26827,546995","26790,482065","26776,134822","26752,876656","26716,281543","26689,536007","26507,491987","26310,523992","25966,02083","25723,555424","25712,999632","25596,91625","25537,552008","25535,472384","25525,645757","25334,1884","25261,442042","25251,615416","25198,325313","25178,066755","25004,468829","24951,138211","24929,024418","24910,70521",,"24850,675831","24790,525954","24775,518016",,"24648,694696","24309,100693","23912,090227","23593,731148","23580,199697"
17large,False,1,100,"34956,81534","33425,599002","31771,255534","30505,623797","30139,446025","29938,156235","29738,984654","29601,933708","29333,184494","29193,990972","28971,936369","28838,577957","28638,399409","28303,002069","28166,903025","28055,622482","27990,10814","27936,075197","27609,311002","27604,986697","27545,853268","27436,999877","27191,096885","27096,004847","26953,314702","26953,314702","26827,546995","26815,925128","26790,482065","26776,134822","26752,876656","26716,281543","26689,536007","26382,179375","26111,462502","25966,02083","25723,555424","25712,999632","25596,91625","25535,472384",,"25456,291201","25334,1884","25261,442042","25251,615416","25198,325313","25178,066755","25004,468829","24951,138211","24929,024418","24910,70521","24850,675831",,"24790,525954","24775,518016","24760,902476","24524,709138","24238,805723","23876,833401","23580,199697","23572,066173"
