random order,unique_id,tabu tenure,first x,size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
False,15medium,50,1,medium,"15874,121197","7720,6201629","7543,183999","5908,5381598","5786,0616171","5687,7753624","5640,3373595","5413,5248082","5377,7952528","5249,5969177","5194,3840591","5081,2090153","5078,9400243","5073,7972264","5032,0120042","4970,1057055","4907,7093698","4827,4535412","4770,356414",,"4732,1829112","4702,6818872","4546,6696334","4470,7616817","4209,1755095","4183,2174273","4132,2597679",,"4092,2286993","4084,9182732","4011,8939101","3981,1856656","3942,448013","3767,0912263","3677,7797538","3599,6649358","3521,7675","3521,7675","3394,2460114","3324,8975472","3265,8255748","3265,1003185","3264,1542462","3242,6636662","3122,5141381",,"3078,7203338","2981,2309071","2980,2848348","2980,2848348","2907,9351459","2843,3089033",,"2753,9974307","2752,9896878","2634,2116347",,"2590,0518317","2541,8243698","2540,9707492","2498,783427",
False,15medium,50,5,medium,"11993,34053","11604,344463","11302,246348","10826,776169","10482,082373","10085,053619","9271,4408823","8895,9281451","8624,787691","8432,9656738","8316,3585745","7696,1437443","7481,7595859","7238,7172897","7066,4648441","6996,2075984","6750,6412771","6588,9366436","6499,9024721","5798,4015552","4554,6386855","3869,8445866","3755,0227136","2764,8529104","2706,740296","2244,2085209","1672,9422178","1602,5331177","1463,6598112","1332,2282184","1263,0286605","1045,9070229","993,77428972","761,20646925","615,69789149","569,39812695","420,39931111","383,71095106","355,40720892","300,70985054","256,57171232","213,0329958","194,38217331","114,50318098",0,,,,,,,,,,,,,,,,,
False,15medium,50,10,medium,"12691,174885","11027,00734","10343,949899","10126,198964","9865,3442041","9521,2078958","9221,1631926","9049,2829657","8582,8579901","8326,1344708","8119,7632926","8019,7271027","7939,1181796","7733,7968386","7489,3868534","7343,7741944","7097,9879393","7004,3720213","6873,8841955","6624,0948422","6249,6446553","6118,310784","5871,8891814","5605,5028372","5437,2139743","5339,8390641","5177,5049965","4963,3167919","4809,3790767","4683,839025","4507,9239518","4353,1375337","4234,487644","4124,0256595","4018,6736879","3880,3547206","3824,1446155","3761,7048309","3685,2917298","3640,3539072","3563,9408061","3511,7087469","3383,1642238","3291,6200879","3189,6600503","3159,1082896","3088,8478161","2915,7236929","2810,4827062","2565,6609508","2508,7124502","2441,2261132","2412,5164439","2334,455658","2078,8235351","2046,4549077","1872,1451813","1699,1265594","1559,8272043","1547,4962605","1537,699745",
False,15medium,100,1,medium,"16681,307063","7688,5817162","7525,7978488","5908,5381598","5786,0616171","5690,0270283","5640,3373595","5413,5248082","5377,7952528","5249,5969177","5105,1664965","5081,2090153","5078,9400243","5073,7972264","5032,0120042","4970,1057055","4907,7093698","4827,4535412","4827,4535412","4770,356414","4702,6818872","4546,6696334",,"4470,7616817","4209,1755095","4183,2174273","4132,2597679","4092,2286993","4084,9182732",,"4011,8939101","3981,1856656","3942,448013","3767,0912263","3677,7797538","3599,6649358","3521,7675","3499,3282147","3324,8975472","3265,8255748","3265,1003185","3264,1542462","3242,6636662","3122,5141381","3078,7203338","2981,2309071","2980,2848348",,"2907,9351459","2843,3089033","2753,9974307",,"2752,9896878","2634,2116347","2590,0518317","2541,8243698",,"2540,9707492","2498,783427","2483,5018949","2483,5018949",
False,15medium,100,5,medium,"11993,34053","11604,344463","11124,635205","10826,776169","10482,082373","10085,053619","9207,9877894","8895,9281451","8457,1885068","8324,8117722","7889,4131554","7616,0068289","7408,1231109","7238,7172897","7066,4648441","6829,5955432","6750,6412771","6588,9366436","6499,9024721","5508,9317291","4554,6386855","3836,6501545","3477,1743978","2764,8529104","2390,0652052","2090,2708057","1659,6302449","1602,5331177","1463,6598112","1268,7129336","1122,320124","1045,9070229","881,3240893","761,20646925","615,69789149","569,39812695","420,39931111","383,71095106","355,40720892","300,70985054","213,0329958",,"114,50318098",0,,,,,,,,,,,,,,,,,,
False,15medium,100,10,medium,"12691,174885","11027,00734","10343,949899","10126,198964","9879,7008214","9521,2078958","9221,1631926","9049,2829657","8716,7523959","8457,4683421","8314,3361214","8085,7885265","7939,1181796","7825,2409986","7597,0390477","7424,7866021","7215,8433813","7004,3720213","6993,3776585","6624,0948422","6347,207804","6249,6446553","5871,8891814","5605,5028372","5437,2139743","5339,8390641","5177,5049965","5097,4511248","4963,3167919","4683,839025","4626,263309","4507,9239518","4353,1375337","4234,487644","4018,6736879","3880,3547206","3824,1446155","3761,7048309","3685,2917298","3640,3539072","3563,9408061","3511,7087469","3383,1642238","3291,6200879","3189,6600503","3159,1082896","3088,8478161","2915,7236929","2810,4827062","2565,6609508","2508,7124502","2441,2261132","2412,5164439","2406,0434215","2334,455658","2078,8235351","1872,1451813","1699,1265594","1559,8272043",,"1547,4962605",
False,16medium,10,1,medium,"14432,088949","12752,891192","5672,3375534","5488,9801043","5328,8131832","5229,65282","5194,692684","5007,6218349","4776,5540773","4547,2192766","3987,2199794","3785,2572027","3450,6618503","3317,1335176","3154,9746922","2993,958403","2782,858805","2762,0136126","2637,2088863","2518,1014209","2495,9424858","2236,6502933","2228,9461033","2139,5939411","2043,1396836","1839,5365255","1698,7063375","1440,7894079","1374,3723354","1124,6544271","1077,4247635","1006,4685019","865,95207878","616,78371005","299,37699582","174,17070909",0,,,,,,,,,,,,,,,,,,,,,,,,,
False,16medium,10,5,medium,"7612,5773089","6632,0640907","6248,0248349","5673,8436371","5208,1357931","5053,9673149","4792,6644746","4707,7427698","4452,2676455","4048,6426276","3693,4620719","3422,1535035","2993,5075931","2537,5197391","2303,5456952","2166,9845676","2145,5234367","1697,2556843","1653,5554154","1074,8390079","821,11924127","779,15261397","772,14863767","657,69899877",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,16medium,10,10,medium,"14611,340196","12872,296739","11951,350998","10941,565984","10058,365777","9414,844495","8640,8106019","8230,1888428","7932,2354368","7539,8212833","7333,7730195","7149,7501496","6993,9809148","6782,8382647","6736,5122719","6563,0337009","6466,3599251","6134,2224704","6047,0025549","5975,8460961","5570,3632444","4623,9609232","4492,5769742","4331,014361","4122,4831506","3787,1337896","3722,7183167","3646,0493025","3247,832198","3009,5127533","2938,2278967","2757,1679808","2557,4202091","2514,7924933","2462,8461517","2180,9059891","2021,5195979","1798,2973309","1672,160463","1544,2979077","1399,846465","1284,7477777","1105,6584936","1041,2430206","968,72106621","880,61700689","842,66836483","836,87213641","640,19362383","544,54007524","387,23017186","291,02751364","213,71705388","60,166720414",,"21,106521546",0,,,,,
False,16medium,50,1,medium,"14432,088949","11140,207509","5672,3375534","5488,9801043","5328,8131832","5229,65282","5194,692684","5007,6218349","4776,5540773","4501,1882222","4030,8780353","3942,6087492","3450,6618503","3317,1335176","3154,9746922","2951,6455392","2922,8481227","2762,0136126","2637,2088863","2518,1014209","2313,9936554","2236,6502933","2228,9461033","2139,5939411","2043,1396836","1839,5365255","1698,7063375","1440,7894079","1344,1156321","1256,2227567","1080,2562766","1074,8253315","865,95207878","616,78371005","354,98910613","200,95351213",0,,,,,,,,,,,,,,,,,,,,,,,,,
False,16medium,50,5,medium,"8125,5392001","6713,3384595","6248,0248349","5673,8436371","5291,3789606","5097,7125919","4859,9465424","4754,5616996","4648,9461581","4190,4730416","3738,062359","3567,2527357","3346,9445293","2683,0121011","2459,31493","2293,5645296","2145,5234367","2086,8564434","1697,2556843","1643,2485281","1068,8439488","797,10832116","779,15261397","657,69899877","215,77872094",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,16medium,50,10,medium,"14611,340196","12872,296739","11773,318673","10941,565984","10058,365777","9414,844495","8548,5349197","8094,359498","7932,2354368","7539,8212833","7333,7730195","7149,7501496","6993,9809148","6874,7937375","6782,8382647","6638,7599421","6563,0337009","6226,2263757","6134,2224704","6047,0025549","5975,8460961","5511,39398","4555,1375754","4492,5769742","4331,014361","4122,4831506","3787,1337896","3722,7183167","3646,0493025","3247,832198","3009,5127533","2938,2278967","2757,1679808","2557,4202091","2514,7924933","2462,8461517","2207,6648041","2021,5195979","1798,2973309","1672,160463","1555,9339059","1399,846465","1284,7477777","1105,6584936","1041,2430206","968,72106621","880,61700689","842,66836483","836,87213641","640,19362383","544,54007524","387,23017186","291,02751364","213,71705388","152,17062572","60,166720414","21,106521546",0,,,,
False,16medium,100,1,medium,"13829,912113","12736,906475","5672,3375534","5488,9801043","5328,8131832","5229,65282","5194,692684","5007,6218349","4776,5540773","4547,2192766","3987,2199794","3785,2572027","3450,6618503","3345,9678674","3231,7109764","2993,958403","2922,8481227","2762,0136126","2637,2088863","2518,1014209","2495,9424858","2236,6502933","2228,9461033","2139,5939411","2043,1396836","1839,5365255","1698,7063375","1440,7894079","1344,1156321","1124,6544271","1080,2562766","1074,8253315","865,95207878","616,78371005","299,37699582","200,95351213",0,,,,,,,,,,,,,,,,,,,,,,,,,
False,16medium,100,5,medium,"8178,1967637","6713,3384595","6248,0248349","5673,8436371","5291,3789606","5097,7125919","4859,9465424","4754,5616996","4648,9461581","4190,4730416","3738,062359","3567,2527357","3346,9445293","2683,0121011","2459,31493","2293,5645296","2166,9845676","2086,8564434","1697,2556843","1643,2485281","1068,8439488","797,10832116","779,15261397","657,69899877","215,77872094",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,16medium,100,10,medium,"14611,340196","12973,454561","11951,350998","11203,360588","10269,111712","9607,4316498","8853,901228","8230,1888428","7971,5544018","7693,3892952","7456,5781158","7149,7501496","6993,9809148","6874,7937375","6736,5122719","6563,0337009","6466,3599251","6134,2224704","6047,0025549","5975,8460961","5636,4648886","4623,9609232","4492,5769742","4331,014361","4122,4831506","4025,6737062","3722,7183167","3665,1647424","3363,0244828","3116,2550331","3009,5127533","2892,1968424","2757,1679808","2557,4202091","2462,8461517","2409,4790096","2180,9059891","1995,3288653","1798,2973309","1555,9339059","1544,2979077","1399,846465","1284,7477777","1105,6584936","968,72106621","880,61700689",,"842,66836483","836,87213641","640,19362383","544,54007524","387,23017186","291,02751364",,"213,71705388","152,17062572","60,166720414","21,106521546",,0,,
False,17medium,10,1,medium,"13472,163176","12407,012368","11809,19692","11378,778704","10707,845641","10286,872032","9452,5761203","9073,9708736","9003,3464156","8837,6488464","8547,0073785","6999,4459634","2098,507261","1997,6975193","1953,4839617","1793,4569344","1657,8151539","1552,6127088","1478,4516341","1452,8482538","1369,1052306","1354,5359574",,"1182,9195991","1173,6814827","1173,6814827","1163,83268","1082,8226509","945,57284575","941,46312307","941,46312307","913,82060385","849,89110489","765,1280536","730,91349334",,"671,90857673",,"641,01867456","565,17945161","559,02416178","463,29355319",,"441,59794134","435,44265151","271,94304951",,"271,51981283","121,90583122",,"117,87578783",0,,,,,,,,,,
False,17medium,10,5,medium,"13845,717891","9095,1495399","8904,8912539","8222,2310884","7640,9200519","7297,5758114","6820,167944","6627,8085985","6562,9181461","5803,8843477","5621,8245734","5274,1329146","5161,6997519","4973,1424463","4918,2000854","4815,9569053","4631,0870046","4529,3513659","4422,1561981","4337,1257542","4285,8118909","4230,8726237","4086,2757528","4020,3926163","3872,6031106","3787,0651935","3676,9983007","3650,0725523","3620,0183294","3351,0540261","3278,5637102","3278,5637102","3143,120471","3022,9648958","2689,552269","2562,2285197","2488,7766469","2358,7973031","2256,9114046","2108,3914291","2108,3914291","1959,2539918","1959,2539918","1706,9646812","1627,6329262",,"1597,5928939","1551,6784781","1551,6784781","1538,3292882","1425,8656227","1346,7962094","1335,1357319",,"1227,1853045","1165,1381618","1097,4724125",,"1034,603993","952,19773082",,"952,19773082"
False,17medium,10,10,medium,"17483,313053","15452,572053","13572,577668","12539,520933","11452,783503","11104,181406","10801,48563","10491,706703","10416,441936","10011,374622","9303,0834118","8311,4638559","7504,0594157","7208,8406772","7063,7794141","6936,9550504","6735,674819","6649,5312744","6337,9863199","5790,7683463","3817,753148","3000,2117038","2929,5872458","2432,4988146","2359,0846673","2029,0169113","1965,0874123","1926,6965429","1745,8468069","1522,2828254","1317,6725634","1230,2063806","1084,0957634","872,40086937","783,13519635","715,34964304","715,34964304","649,22612415","467,98912486","414,05802947","186,05821992","155,16831776","16,994879786",,0,,,,,,,,,,,,,,,,,
False,17medium,50,1,medium,"13876,550696","12972,514636","11964,152822","11475,685691","10778,470099","10451,780381","9624,3480267","9295,3808298","9012,6775859","8903,6793081","8547,0073785","7192,8898823","2455,245438","2027,9463648","1964,9910638","1793,4569344","1657,8151539","1552,6127088","1478,4516341","1452,8482538","1371,6081645","1354,5359574","1276,2963456","1182,9195991",,"1173,6814827","1163,83268","1082,8226509","945,57284575","945,57284575","941,46312307","941,46312307","913,82060385","765,1280536",,"730,91349334","730,91349334","671,90857673","641,01867456","565,17945161","559,02416178",,"463,29355319","441,59794134",,"435,44265151","271,94304951","271,51981283","271,04326846","121,90583122","117,87578783","19,598667621",0,,,,,,,,,
False,17medium,50,5,medium,"13845,717891","9095,1495399","8911,776589","8767,4480664","7640,9200519","7297,5758114","7113,5752922","6627,8085985","6562,9181461","6000,0477203","5687,855035","5487,2138043","5274,1329146","5059,2859909","4973,1424463","4863,2084442","4815,9569053","4631,0870046","4523,3740806","4422,1561981","4337,1257542","4285,8118909","4118,4089581","4086,2757528","4020,3926163","3872,6031106","3787,0651935","3676,9983007","3650,0725523","3473,7550614","3351,0540261","3278,5637102","3143,120471",,"3022,9648958","2689,552269","2562,2285197","2488,7766469","2358,7973031","2256,9114046","2108,3914291","2108,3914291","1959,2539918","1959,2539918","1706,9646812",,"1627,6329262","1597,5928939","1551,6784781","1551,6784781","1538,3292882","1425,8656227","1346,7962094",,"1335,1357319","1227,1853045","1165,1381618",,"1097,4724125","1034,603993",,"952,19773082"
False,17medium,50,10,medium,"17286,605737","15532,572164","13572,577668","12330,850133","11452,783503","11104,181406","10801,48563","10491,706703","10416,441936","9911,5225347","8858,4443217","8311,4638559","7364,5565165","7208,8406772","7063,7794141","6785,3269806","6735,674819","6649,5312744","6153,1164192","5489,3432343","3078,2342837","3000,2117038","2733,4238732","2432,4988146","2208,0965135","2029,0169113","1965,0874123","1926,6965429","1745,8468069","1522,2828254","1317,6725634","1230,2063806","1084,0957634","872,40086937","783,13519635","715,34964304","715,34964304","649,22612415","467,98912486","414,05802947","186,05821992","155,16831776",,"16,994879786",0,,,,,,,,,,,,,,,,,
False,17medium,100,1,medium,"15575,998921","12947,707061","11809,19692","11027,410837","10707,845641","10382,964239","9597,5582019","9295,3808298","9012,6775859","8837,6488464","8235,5418924","7153,3950092","2485,9232188","2027,9463648","1953,4839617","1793,4569344","1657,8151539","1585,7464334","1478,4516341","1452,8482538","1369,1052306","1354,5359574","1276,2963456",,"1182,9195991","1173,6814827","1163,83268","1082,8226509","945,57284575",,"941,46312307","941,46312307","913,82060385","849,89110489","765,1280536","730,91349334","730,91349334","671,90857673","641,01867456","565,17945161",,"559,02416178","463,29355319","441,59794134",,"435,44265151","271,94304951","271,51981283","271,04326846","121,90583122","117,87578783","19,598667621",0,,,,,,,,,
False,17medium,100,5,medium,"13845,717891","9095,1495399","8904,8912539","8606,1736519","7640,9200519","7297,5758114","6893,561152","6627,8085985","6562,9181461","5803,8843477","5687,855035","5487,2138043","5161,6997519","5059,2859909","4918,2000854","4863,2084442","4815,9569053","4535,9935499","4523,3740806","4422,1561981","4337,1257542","4230,8726237","4118,4089581","4086,2757528","4020,3926163","3872,6031106","3787,0651935","3650,0725523","3620,0183294","3473,7550614","3351,0540261","3278,5637102","3143,120471","3022,9648958","2689,552269","2689,552269","2488,7766469","2478,8505911","2358,7973031","2256,9114046","2108,3914291","1959,2539918",,"1959,2539918","1706,9646812","1627,6329262","1597,5928939",,"1551,6784781","1551,6784781","1538,3292882","1425,8656227","1346,7962094","1335,1357319","1335,1357319","1227,1853045","1165,1381618","1097,4724125",,"1034,603993","952,19773082",
False,17medium,100,10,medium,"17899,780095","15977,341286","14476,371577","12916,703443","12013,721803","11366,476543","11104,181406","10801,48563","10491,706703","10416,441936","10011,374622","9149,134366","8311,4638559","7504,0594157","7208,8406772","7159,8716208","6936,9550504","6785,3269806","6649,5312744","6337,9863199","5982,2833701","4583,4278357","3078,2342837","2929,5872458","2572,0522511","2359,0846673","2208,0965135","2029,0169113","1965,0874123","1745,8468069","1522,2828254","1317,6725634","1230,2063806","1084,0957634","872,40086937","783,13519635","715,34964304",,"649,22612415","467,98912486","414,05802947","401,48617015","186,05821992","155,16831776","16,994879786",0,,,,,,,,,,,,,,,,
False,18medium,10,1,medium,"14638,97506","13853,85039","13461,730204","12292,160841","10458,384909","9386,4238118","6717,555785","5005,7834527","4889,0889169","4723,3426804","2888,2384991","2359,0621372","2056,2395383","1954,8940181","1930,8848807","1767,7405262","1695,9655281","1658,1583919","1608,9637141","1567,6323405","1359,1256112","1250,92679","1199,9660497","1157,308616","1117,269875","1102,9636856","1085,0575901","1070,162112","1038,8735297","996,21609608","960,63683866","952,37235312","882,87211162","867,02909898","798,40816036","797,43661891","758,43121","757,00468235","737,79342751","737,79342751","609,77115054","584,33290607","519,40836158","404,32226209","375,15309947","342,69554891","299,42680376","63,20747845",0,,,,,,,,,,,,,
False,18medium,10,5,medium,"10943,633879","9880,9787983","8859,3837806","8448,4516118","5544,6887333","2130,2611757","1881,6618787","1734,1553091","1643,1110794","1462,2183245","1195,6476018","1057,5256002","992,2030727","897,4820506","576,8364922","420,76368878","224,97524114","116,23740107","4,5469439716",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,18medium,10,10,medium,"12374,057788","10452,521417","9630,5266137","9110,5497088","8853,0130946","8662,7178094","8441,8571834","8335,0693872","8157,2582623","8057,8455433","7844,6260745","7699,5356262","7619,7554134","7535,2075127","7513,8860763","7209,8190827","6999,395328","6877,0914373","6771,8696408","6653,8868518","6309,6492218","6252,4914445","5913,5056457","5804,2356461","5478,1669217","5368,8969221","5356,9804118","5350,9523831","5009,2733545","4917,5514182","4917,5514182","4833,2577653","4755,0064543","4685,1439378","4620,8653824","4562,9743995","4179,207895","3677,8064712","3024,319352","2808,494795","2239,7396439","2096,3148495","1863,877577","1673,7513299","1523,4038411","1285,9267502","1177,4336643","1091,576939","1087,0987948","1058,8855882","1051,5105111","981,11910716","895,60977476","594,13521931","433,6110641","34,619624491",0,,,,,
False,18medium,50,1,medium,"14995,118806","13944,594439","13676,953547","12936,332992","11850,541704","9974,8098845","7257,1749969","5438,6012321","3542,4060188","2781,9296484","2211,2762586","2050,7841695","1954,6449873","1930,8848807","1767,7405262","1658,1583919","1640,2522964","1608,9637141","1567,6323405","1284,6850158","1228,9106096","1196,3140249","1157,308616","1117,269875","1102,9636856","1085,0575901","1038,8735297","1035,221505","996,21609608","960,63683866","882,87211162","867,02909898","802,0601851","798,40816036","797,43661891","757,00468235",,"737,79342751","660,8084711","584,33290607","519,40836158","466,37925985","404,32226209","375,15309947","299,42680376","170,40494119",0,,,,,,,,,,,,,,,
False,18medium,50,5,medium,"11141,653892","9880,9787983","8959,365468","8494,318277","8198,5791642","2277,8533492","1958,0802878","1817,2474888","1734,1553091","1491,2902472","1329,5116964","1195,6476018","1057,5256002","967,45787979","897,4820506","576,8364922","420,76368878","224,97524114","116,23740107","4,5469439716",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,18medium,50,10,medium,"12374,057788","10744,256729","9791,783321","9275,3644357","8853,0130946","8735,2371195","8520,5922773","8335,0693872","8157,2582623","8057,8455433","7844,6260745","7699,5356262","7619,7554134","7535,2075127","7513,8860763","7393,7267364","7209,8190827","6877,0914373","6771,8696408","6653,8868518","6461,0569266","6252,4914445","5913,5056457","5804,2356461","5698,247931","5478,1669217","5356,9804118","5350,9523831","5174,2442809","5009,2733545","4917,5514182","4913,7284429","4833,2577653","4685,1439378","4620,8653824","4562,9743995","4441,420869","4034,9884485","3301,3609967","2864,8404987","2518,961363","2140,3269249","2096,3148495","1863,877577","1568,9851774","1469,2301215","1285,9267502","1177,4336643","1091,576939","1071,4254047","1058,8855882","981,11910716","895,60977476","795,7150737","488,88011607","171,46835744",0,,,,,
False,18medium,100,1,medium,"14940,514364","13944,594439","13676,953547","12830,639081","11645,134433","9974,8098845","7025,0701603","5005,7834527","3319,5781808","2888,2384991","2359,0621372","2056,2395383","1954,8940181","1930,8848807","1767,7405262","1695,9655281","1640,2522964","1608,9637141","1567,6323405","1294,1820267","1228,9106096","1196,3140249","1157,308616","1117,269875","1102,9636856","1070,162112","1038,8735297","1035,221505","996,21609608","960,63683866","882,87211162","867,02909898","802,0601851","798,40816036","797,43661891","758,43121","757,00468235","737,79342751","634,51634346","584,33290607","519,40836158","466,37925985","404,32226209","375,15309947","299,42680376","170,40494119",0,,,,,,,,,,,,,,,
False,18medium,100,5,medium,"11141,653892","9880,9787983","9117,1697147","8494,318277","8198,5791642","2277,8533492","1958,0802878","1817,2474888","1734,1553091","1491,2902472","1329,5116964","1098,9908689","1057,5256002","967,45787979","897,4820506","536,44044409","361,1471897","190,58252259","116,23740107","4,5469439716",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,18medium,100,10,medium,"12374,057788","10744,256729","9791,783321","9110,5497088","8853,0130946","8735,2371195","8520,5922773","8335,0693872","8157,2582623","8057,8455433","7899,1073554","7699,5356262","7619,7554134","7535,2075127","7533,1039976","7393,7267364","7209,8190827","6999,395328","6877,0914373","6771,8696408","6461,0569266","6309,6492218","6252,4914445","5804,2356461","5698,247931","5478,1669217","5368,8969221","5350,9523831","5350,9523831","5009,2733545","4917,5514182","4913,7284429","4833,2577653","4755,0064543","4685,1439378","4562,9743995","4562,9743995","4179,207895","3677,8064712","3024,319352","2808,494795","2239,7396439","2096,3148495","1970,9871303","1711,7348691","1568,9851774","1469,2301215","1285,9267502","1177,4336643","1091,576939","1071,4254047","1058,8855882","981,11910716","981,11910716","795,7150737","493,19829066","171,46835744",0,,,,
False,19medium,10,1,medium,"14838,781382","12496,951263","10093,08031","4749,4935096","1795,6343438","1679,9994089","1300,3888262","1278,1383899","1201,2929681","1038,3480081","857,70418663","605,68642845","373,53768241","288,51310956","216,1887312","202,91355087","202,50274046","71,994743292","34,546295504",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,19medium,10,5,medium,"10715,902795","9018,4737622","8601,1111268","7751,3023798","7468,2058911","7295,2895174","7094,597565","7039,1780734","6535,3690155","6417,6774225","4600,245048","4417,0798068","4332,6831662","4027,3309336","3936,2317597","3936,2317597","3079,9987156","3077,0192598","3056,6161014","2957,0729462","2812,8709932","2657,6833576","2534,192624","2446,1742479","2137,5049989","1800,8146713","1800,8146713","1404,2374578","691,08151069","283,20400874","119,98914367","89,960913485",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,19medium,10,10,medium,"13746,681812","9890,1501935","9350,9179192","7579,4220222","6824,2927509","6484,8659154","6231,3770463","5874,6224715","5550,2256716","5269,0142329","5019,7344008","4838,7454098","4610,3446453","4492,9538247","4253,6211568","3985,5553845","3245,6171697","3072,1766814","2742,7918664","2687,4975921","2524,5854112","2472,952353","2246,2846744","1859,1512336","1668,5307048","1499,7196411","1471,243996","1295,8333819","1261,1485947","1156,1036091","1092,6384261","1000,901804","932,03987091","792,95764691","723,48704248","600,13191688","326,68305738","246,29910648","211,32787141",0,,,,,,,,,,,,,,,,,,,,,,
False,19medium,50,1,medium,"14983,754544","12644,915554","11577,697617","5028,5120768","4499,1979908","1711,4675712","1652,4236847","1288,7998363","1212,8819581","1201,2929681","1077,181711","886,66149433","642,95407212","405,36346143","305,27970285","266,84629427","216,1887312","202,50274046","202,50274046","71,994743292","34,546295504",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,19medium,50,5,medium,"10715,902795","9250,2832151","8601,1111268","7877,5221556","7485,1268325","7295,2895174","7219,6894272","7039,1780734","6859,8573121","6535,3690155","5947,8149449","4504,6904051","4417,0798068","4269,6656107","4027,3309336","3936,2317597","3936,2317597","3079,9987156","3077,0192598","3056,6161014","2957,0729462","2812,8709932","2697,8272873","2534,192624","2446,1742479","2137,5049989","1923,332911","1800,8146713","1524,396562","999,65759828","283,20400874","249,13225317","119,98914367","89,960913485",0,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,19medium,50,10,medium,"13746,681812","9890,1501935","9103,2351973","7496,5095831","6824,2927509","6484,8659154","6071,8706561","5864,2125535","5473,1929127","5269,0142329","4970,279529","4838,7454098","4610,3446453","4473,245802","4115,6256787","3974,5253688","3154,3708444","3003,8429529","2687,4975921","2563,2068888","2472,952353","2246,2846744","1859,1512336","1668,5307048","1499,7196411","1471,243996","1295,8333819","1261,1485947","1156,1036091","1092,6384261","1000,901804","932,03987091","850,63966412","792,95764691","723,48704248","326,68305738","246,29910648","211,32787141",0,,,,,,,,,,,,,,,,,,,,,,,
False,19medium,100,1,medium,"14938,631554","12644,915554","11612,789066","5023,0666854","1913,3334638","1691,8066334","1652,4236847","1300,3888262","1278,1383899","1201,2929681","1038,3480081","857,70418663","642,95407212","542,25823209","305,27970285","266,84629427","202,91355087","202,50274046","202,50274046","71,994743292","34,546295504",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,19medium,100,5,medium,"10715,902795","9250,2832151","8601,1111268","7877,5221556","7485,1268325","7295,2895174","7219,6894272","7039,1780734","6859,8573121","6417,6774225","5385,0700692","4504,6904051","4332,6831662","4269,6656107","4027,3309336","3936,2317597","3142,1904199","3079,9987156","3077,0192598","3008,7612802","2957,0729462","2812,8709932","2657,6833576","2534,192624","2446,1742479","2137,5049989","1800,8146713","1800,8146713","1404,2374578","691,08151069","283,20400874","119,98914367","89,960913485",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,19medium,100,10,medium,"13746,681812","9890,1501935","9350,9179192","7579,4220222","6824,2927509","6578,7695503","6231,3770463","5958,7892441","5809,1084515","5473,1929127","5269,0142329","4970,279529","4838,7454098","4610,3446453","4492,9538247","4253,6211568","3985,5553845","3444,9319236","3072,1766814","2742,7918664","2687,4975921","2524,5854112","2472,952353","2246,2846744","1859,1512336","1668,5307048","1631,3551721","1471,243996","1450,3042347","1295,8333819","1261,1485947","1156,1036091","1092,6384261","1000,901804","932,03987091","850,63966412","792,95764691","723,48704248","600,13191688","326,68305738","246,29910648","211,32787141",0,,,,,,,,,,,,,,,,,,,
False,1medium,10,1,medium,"17414,667972","9786,2857228","9162,4706557","8836,0390538","8107,3061442","7681,7021401","7514,2267112","7340,4662557","5977,4166322","5709,5758163","4883,8268071","4669,4791572","4501,4072927","4381,6530389","4279,8664468","4177,4096578","2788,9884607","2478,7228968","2392,0274192","112,85807656",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1medium,10,5,medium,"18090,963528","17109,64341","14874,243944","11640,284174","10765,282283","10124,956513","4723,7212461","4555,4091151","4214,6574461","4006,3610383","3810,9391599","3671,9226894","3593,6181307","3554,0448277","3221,9556189","3016,9652858","2840,406536","2793,9428444","2732,7524833","2550,0425035","2481,2138648","2387,9256126","2346,4690216","2195,5099757","2117,6646575","1878,6603277","1640,5761887","1525,9628181","1503,889665","1381,396453","1262,8103817","1262,8103817","1130,4773427","1122,4499209","1071,2475417","1031,8464258",,"929,71950984","920,1827025","920,1827025","813,66707391","773,48065249","557,62482993","225,91058406","106,44973109",0,,,,,,,,,,,,,,,,
