Column 1,unique_id,random order,first x,tabu tenure,Label,Label 2,Goalfunction
97,15large,False,10,50,54 — 55,55,"3086,3510161"
97,15large,False,10,50,55 — 56,56,"3086,3510161"
97,15large,False,10,50,56 — 57,57,"2814,7169857"
97,15large,False,10,50,57 — 58,58,"2782,3304455"
97,15large,False,10,50,58 — 59,59,"2782,3304455"
97,15large,False,10,50,59 — 60,60,"2750,0031601"
97,15large,False,10,50,60 — 61,61,"2750,0031601"
98,15large,False,10,100,0 — 1,1,"41242,209029"
98,15large,False,10,100,1 — 2,2,"33996,253535"
98,15large,False,10,100,2 — 3,3,"31744,705874"
98,15large,False,10,100,3 — 4,4,"30257,197998"
98,15large,False,10,100,4 — 5,5,"28468,310893"
98,15large,False,10,100,5 — 6,6,"27193,039186"
98,15large,False,10,100,6 — 7,7,"25043,743243"
98,15large,False,10,100,7 — 8,8,"22771,001911"
98,15large,False,10,100,8 — 9,9,"21172,760553"
98,15large,False,10,100,9 — 10,10,"19679,878339"
98,15large,False,10,100,10 — 11,11,"19321,428437"
98,15large,False,10,100,11 — 12,12,"18689,5943"
98,15large,False,10,100,12 — 13,13,"18037,596732"
98,15large,False,10,100,13 — 14,14,"17278,118169"
98,15large,False,10,100,14 — 15,15,"16158,1257"
98,15large,False,10,100,15 — 16,16,"15490,659987"
98,15large,False,10,100,16 — 17,17,"14886,653333"
98,15large,False,10,100,17 — 18,18,"14725,876274"
98,15large,False,10,100,18 — 19,19,"14370,396821"
98,15large,False,10,100,19 — 20,20,"13797,775234"
98,15large,False,10,100,20 — 21,21,"13087,549239"
98,15large,False,10,100,21 — 22,22,"12668,933963"
98,15large,False,10,100,22 — 23,23,"12442,578597"
98,15large,False,10,100,23 — 24,24,"12257,839716"
98,15large,False,10,100,24 — 25,25,"12173,670271"
98,15large,False,10,100,25 — 26,26,"12112,547536"
98,15large,False,10,100,26 — 27,27,"11895,850697"
98,15large,False,10,100,27 — 28,28,"11341,556231"
98,15large,False,10,100,28 — 29,29,"11237,671371"
98,15large,False,10,100,29 — 30,30,"11237,671371"
98,15large,False,10,100,30 — 31,31,"10308,264643"
98,15large,False,10,100,31 — 32,32,"9843,1066535"
98,15large,False,10,100,32 — 33,33,"9595,7346463"
98,15large,False,10,100,33 — 34,34,"9429,4836161"
98,15large,False,10,100,34 — 35,35,"9088,5973884"
98,15large,False,10,100,35 — 36,36,"9088,5973884"
98,15large,False,10,100,36 — 37,37,"8919,0192617"
98,15large,False,10,100,37 — 38,38,"8919,0192617"
98,15large,False,10,100,38 — 39,39,"8688,5171086"
98,15large,False,10,100,39 — 40,40,"8580,2580067"
98,15large,False,10,100,40 — 41,41,"8496,1108287"
98,15large,False,10,100,41 — 42,42,"8241,1692518"
98,15large,False,10,100,42 — 43,43,"8137,1300317"
98,15large,False,10,100,43 — 44,44,"7992,5556763"
98,15large,False,10,100,44 — 45,45,"7553,3440458"
98,15large,False,10,100,45 — 46,46,"7361,4136474"
98,15large,False,10,100,46 — 47,47,"7245,432941"
98,15large,False,10,100,47 — 48,48,"7077,8053714"
98,15large,False,10,100,48 — 49,49,"6498,5594027"
98,15large,False,10,100,49 — 50,50,"6288,4807867"
98,15large,False,10,100,50 — 51,51,"5640,6800992"
98,15large,False,10,100,51 — 52,52,"4771,8944053"
98,15large,False,10,100,52 — 53,53,"4771,8944053"
98,15large,False,10,100,53 — 54,54,"3532,1424861"
98,15large,False,10,100,54 — 55,55,"3276,393055"
98,15large,False,10,100,55 — 56,56,"3086,3510161"
98,15large,False,10,100,56 — 57,57,"2814,7169857"
98,15large,False,10,100,57 — 58,58,"2814,7169857"
98,15large,False,10,100,58 — 59,59,"2782,3304455"
98,15large,False,10,100,59 — 60,60,"2750,0031601"
98,15large,False,10,100,60 — 61,61,"2750,0031601"
99,15large,True,1,10,0 — 1,1,"39662,733041"
99,15large,True,1,10,1 — 2,2,"34267,72624"
99,15large,True,1,10,2 — 3,3,"29543,757131"
99,15large,True,1,10,3 — 4,4,"25440,477808"
99,15large,True,1,10,4 — 5,5,"24418,950613"
99,15large,True,1,10,5 — 6,6,"24418,950613"
99,15large,True,1,10,6 — 7,7,"24418,950613"
99,15large,True,1,10,7 — 8,8,"22943,566012"
99,15large,True,1,10,8 — 9,9,"22943,566012"
99,15large,True,1,10,9 — 10,10,"22943,566012"
99,15large,True,1,10,10 — 11,11,"21895,584329"
99,15large,True,1,10,11 — 12,12,"18775,926368"
99,15large,True,1,10,12 — 13,13,"15062,184277"
99,15large,True,1,10,13 — 14,14,"13309,625161"
99,15large,True,1,10,14 — 15,15,"11447,624449"
99,15large,True,1,10,15 — 16,16,"10330,139803"
99,15large,True,1,10,16 — 17,17,"9076,5499409"
99,15large,True,1,10,17 — 18,18,"7154,2483327"
99,15large,True,1,10,18 — 19,19,"6315,7432426"
99,15large,True,1,10,19 — 20,20,"6315,7432426"
99,15large,True,1,10,20 — 21,21,"6315,7432426"
99,15large,True,1,10,21 — 22,22,"6282,9385562"
99,15large,True,1,10,22 — 23,23,"6093,3409271"
99,15large,True,1,10,23 — 24,24,"6093,3409271"
99,15large,True,1,10,24 — 25,25,"6076,9743396"
99,15large,True,1,10,25 — 26,26,"6076,9743396"
99,15large,True,1,10,26 — 27,27,"4931,1080876"
99,15large,True,1,10,27 — 28,28,"3906,6712583"
99,15large,True,1,10,28 — 29,29,"2776,7889634"
99,15large,True,1,10,29 — 30,30,"2776,7889634"
99,15large,True,1,10,30 — 31,31,"2776,7889634"
99,15large,True,1,10,31 — 32,32,"2776,7889634"
99,15large,True,1,10,32 — 33,33,"2149,1067051"
99,15large,True,1,10,33 — 34,34,"1366,642885"
99,15large,True,1,10,34 — 35,35,"967,32343327"
99,15large,True,1,10,35 — 36,36,"838,31814949"
99,15large,True,1,10,36 — 37,37,"547,8053953"
99,15large,True,1,10,37 — 38,38,"547,8053953"
99,15large,True,1,10,38 — 39,39,"547,8053953"
99,15large,True,1,10,39 — 40,40,"547,8053953"
99,15large,True,1,10,40 — 41,41,"485,56463421"
99,15large,True,1,10,41 — 42,42,0
99,15large,True,1,10,42 — 43,43,0
99,15large,True,1,10,43 — 44,44,0
99,15large,True,1,10,44 — 45,45,0
99,15large,True,1,10,45 — 46,46,0
99,15large,True,1,10,46 — 47,47,0
99,15large,True,1,10,47 — 48,48,0
99,15large,True,1,10,48 — 49,49,0
99,15large,True,1,10,49 — 50,50,0
99,15large,True,1,10,50 — 51,51,0
99,15large,True,1,10,51 — 52,52,0
99,15large,True,1,10,52 — 53,53,0
99,15large,True,1,10,53 — 54,54,0
99,15large,True,1,10,54 — 55,55,0
99,15large,True,1,10,55 — 56,56,0
99,15large,True,1,10,56 — 57,57,0
99,15large,True,1,10,57 — 58,58,0
99,15large,True,1,10,58 — 59,59,0
99,15large,True,1,10,59 — 60,60,0
99,15large,True,1,10,60 — 61,61,0
100,15large,True,1,50,0 — 1,1,"38805,306808"
100,15large,True,1,50,1 — 2,2,"33501,414652"
100,15large,True,1,50,2 — 3,3,"33501,414652"
100,15large,True,1,50,3 — 4,4,"30447,429756"
100,15large,True,1,50,4 — 5,5,"30063,66572"
100,15large,True,1,50,5 — 6,6,"29874,740206"
100,15large,True,1,50,6 — 7,7,"28351,500654"
100,15large,True,1,50,7 — 8,8,"26450,212061"
100,15large,True,1,50,8 — 9,9,"25138,163992"
100,15large,True,1,50,9 — 10,10,"23162,348122"
100,15large,True,1,50,10 — 11,11,"20338,279707"
100,15large,True,1,50,11 — 12,12,"19201,181295"
100,15large,True,1,50,12 — 13,13,"19201,181295"
100,15large,True,1,50,13 — 14,14,"17593,539179"
100,15large,True,1,50,14 — 15,15,"15649,414555"
100,15large,True,1,50,15 — 16,16,"13342,904044"
100,15large,True,1,50,16 — 17,17,"13342,904044"
100,15large,True,1,50,17 — 18,18,"13342,904044"
100,15large,True,1,50,18 — 19,19,"13342,904044"
100,15large,True,1,50,19 — 20,20,"13342,904044"
100,15large,True,1,50,20 — 21,21,"13174,100698"
100,15large,True,1,50,21 — 22,22,"13174,100698"
100,15large,True,1,50,22 — 23,23,"13174,100698"
100,15large,True,1,50,23 — 24,24,"12285,165727"
100,15large,True,1,50,24 — 25,25,"12285,165727"
100,15large,True,1,50,25 — 26,26,"11677,561487"
100,15large,True,1,50,26 — 27,27,"11563,625843"
100,15large,True,1,50,27 — 28,28,"11563,625843"
100,15large,True,1,50,28 — 29,29,"10931,095339"
100,15large,True,1,50,29 — 30,30,"10913,18159"
100,15large,True,1,50,30 — 31,31,"10913,18159"
100,15large,True,1,50,31 — 32,32,"10913,18159"
100,15large,True,1,50,32 — 33,33,"10913,18159"
100,15large,True,1,50,33 — 34,34,"10913,18159"
100,15large,True,1,50,34 — 35,35,"10701,154217"
100,15large,True,1,50,35 — 36,36,"9866,5566734"
100,15large,True,1,50,36 — 37,37,"9866,5566734"
100,15large,True,1,50,37 — 38,38,"9866,5566734"
100,15large,True,1,50,38 — 39,39,"9866,5566734"
100,15large,True,1,50,39 — 40,40,"9282,4503908"
100,15large,True,1,50,40 — 41,41,"7498,9503343"
100,15large,True,1,50,41 — 42,42,"7320,0710508"
100,15large,True,1,50,42 — 43,43,"6746,9140582"
100,15large,True,1,50,43 — 44,44,"6389,9473745"
100,15large,True,1,50,44 — 45,45,"5007,9590243"
100,15large,True,1,50,45 — 46,46,"5007,9590243"
100,15large,True,1,50,46 — 47,47,"4847,0146554"
100,15large,True,1,50,47 — 48,48,"4782,4670297"
100,15large,True,1,50,48 — 49,49,"4323,5617255"
100,15large,True,1,50,49 — 50,50,"4045,4016066"
100,15large,True,1,50,50 — 51,51,"4045,4016066"
100,15large,True,1,50,51 — 52,52,"4045,4016066"
100,15large,True,1,50,52 — 53,53,"3555,7313468"
100,15large,True,1,50,53 — 54,54,"3511,4359209"
100,15large,True,1,50,54 — 55,55,"3511,4359209"
100,15large,True,1,50,55 — 56,56,"3511,4359209"
100,15large,True,1,50,56 — 57,57,"3187,2172849"
100,15large,True,1,50,57 — 58,58,"3187,2172849"
100,15large,True,1,50,58 — 59,59,"3187,2172849"
100,15large,True,1,50,59 — 60,60,"3175,7318657"
100,15large,True,1,50,60 — 61,61,"3175,7318657"
101,15large,True,1,100,0 — 1,1,"40189,591667"
101,15large,True,1,100,1 — 2,2,"35220,918866"
101,15large,True,1,100,2 — 3,3,"30877,839305"
101,15large,True,1,100,3 — 4,4,"26376,015106"
101,15large,True,1,100,4 — 5,5,"22622,730914"
101,15large,True,1,100,5 — 6,6,"22599,842622"
101,15large,True,1,100,6 — 7,7,"22599,842622"
101,15large,True,1,100,7 — 8,8,"22565,310885"
101,15large,True,1,100,8 — 9,9,"22565,310885"
101,15large,True,1,100,9 — 10,10,"22565,310885"
101,15large,True,1,100,10 — 11,11,"22565,310885"
101,15large,True,1,100,11 — 12,12,"20178,047733"
101,15large,True,1,100,12 — 13,13,"16371,902569"
101,15large,True,1,100,13 — 14,14,"15765,0624"
101,15large,True,1,100,14 — 15,15,"15765,0624"
101,15large,True,1,100,15 — 16,16,"15765,0624"
101,15large,True,1,100,16 — 17,17,"15765,0624"
101,15large,True,1,100,17 — 18,18,"14259,596424"
101,15large,True,1,100,18 — 19,19,"14259,596424"
101,15large,True,1,100,19 — 20,20,"14259,596424"
101,15large,True,1,100,20 — 21,21,"14259,596424"
101,15large,True,1,100,21 — 22,22,"14259,596424"
101,15large,True,1,100,22 — 23,23,"13863,27779"
101,15large,True,1,100,23 — 24,24,"13246,336811"
101,15large,True,1,100,24 — 25,25,"12269,825003"
101,15large,True,1,100,25 — 26,26,"12269,825003"
101,15large,True,1,100,26 — 27,27,"12269,825003"
101,15large,True,1,100,27 — 28,28,"12179,902076"
101,15large,True,1,100,28 — 29,29,"12179,902076"
101,15large,True,1,100,29 — 30,30,"12155,015227"
101,15large,True,1,100,30 — 31,31,"12155,015227"
101,15large,True,1,100,31 — 32,32,"11924,358217"
101,15large,True,1,100,32 — 33,33,"10492,707057"
101,15large,True,1,100,33 — 34,34,"9924,6997723"
101,15large,True,1,100,34 — 35,35,"9924,6997723"
101,15large,True,1,100,35 — 36,36,"9924,6997723"
101,15large,True,1,100,36 — 37,37,"7967,3473751"
101,15large,True,1,100,37 — 38,38,"6154,2611205"
101,15large,True,1,100,38 — 39,39,"5379,0958443"
101,15large,True,1,100,39 — 40,40,"5379,0958443"
101,15large,True,1,100,40 — 41,41,"5379,0958443"
101,15large,True,1,100,41 — 42,42,"5350,3615665"
101,15large,True,1,100,42 — 43,43,"5337,5930834"
101,15large,True,1,100,43 — 44,44,"5242,3911662"
101,15large,True,1,100,44 — 45,45,"4968,6420127"
101,15large,True,1,100,45 — 46,46,"4762,9576978"
101,15large,True,1,100,46 — 47,47,"4255,6775497"
101,15large,True,1,100,47 — 48,48,"3059,6281374"
101,15large,True,1,100,48 — 49,49,"3059,6281374"
101,15large,True,1,100,49 — 50,50,"3059,6281374"
101,15large,True,1,100,50 — 51,51,"2911,70275"
101,15large,True,1,100,51 — 52,52,"2539,154482"
101,15large,True,1,100,52 — 53,53,"1732,4169147"
101,15large,True,1,100,53 — 54,54,"1732,4169147"
101,15large,True,1,100,54 — 55,55,"1577,3827719"
101,15large,True,1,100,55 — 56,56,"1577,3827719"
101,15large,True,1,100,56 — 57,57,"975,86162237"
101,15large,True,1,100,57 — 58,58,0
101,15large,True,1,100,58 — 59,59,0
101,15large,True,1,100,59 — 60,60,0
101,15large,True,1,100,60 — 61,61,0
102,15large,True,5,10,0 — 1,1,"39496,850385"
102,15large,True,5,10,1 — 2,2,"33307,25124"
102,15large,True,5,10,2 — 3,3,"28797,830962"
102,15large,True,5,10,3 — 4,4,"24888,249236"
102,15large,True,5,10,4 — 5,5,"21658,798258"
102,15large,True,5,10,5 — 6,6,"18531,854174"
102,15large,True,5,10,6 — 7,7,"17110,53179"
102,15large,True,5,10,7 — 8,8,"17110,53179"
102,15large,True,5,10,8 — 9,9,"17110,53179"
102,15large,True,5,10,9 — 10,10,"17110,53179"
102,15large,True,5,10,10 — 11,11,"16478,185825"
102,15large,True,5,10,11 — 12,12,"16478,185825"
102,15large,True,5,10,12 — 13,13,"16318,466368"
102,15large,True,5,10,13 — 14,14,"16318,466368"
102,15large,True,5,10,14 — 15,15,"16318,466368"
102,15large,True,5,10,15 — 16,16,"15500,361438"
102,15large,True,5,10,16 — 17,17,"15500,361438"
102,15large,True,5,10,17 — 18,18,"15500,361438"
102,15large,True,5,10,18 — 19,19,"15280,958884"
102,15large,True,5,10,19 — 20,20,"15186,739619"
102,15large,True,5,10,20 — 21,21,"13079,339138"
102,15large,True,5,10,21 — 22,22,"12520,986443"
102,15large,True,5,10,22 — 23,23,"12520,986443"
102,15large,True,5,10,23 — 24,24,"12520,986443"
102,15large,True,5,10,24 — 25,25,"12268,893913"
102,15large,True,5,10,25 — 26,26,"12268,893913"
102,15large,True,5,10,26 — 27,27,"11995,591913"
102,15large,True,5,10,27 — 28,28,"11659,190265"
102,15large,True,5,10,28 — 29,29,"11011,711382"
102,15large,True,5,10,29 — 30,30,"11011,711382"
102,15large,True,5,10,30 — 31,31,"10320,463638"
102,15large,True,5,10,31 — 32,32,"10074,13159"
102,15large,True,5,10,32 — 33,33,"10074,13159"
102,15large,True,5,10,33 — 34,34,"10074,13159"
102,15large,True,5,10,34 — 35,35,"9433,7170116"
102,15large,True,5,10,35 — 36,36,"8124,8564854"
102,15large,True,5,10,36 — 37,37,"7139,9147738"
102,15large,True,5,10,37 — 38,38,"7139,9147738"
102,15large,True,5,10,38 — 39,39,"7139,9147738"
102,15large,True,5,10,39 — 40,40,"7015,7210063"
102,15large,True,5,10,40 — 41,41,"7015,7210063"
102,15large,True,5,10,41 — 42,42,"7015,7210063"
102,15large,True,5,10,42 — 43,43,"7015,7210063"
102,15large,True,5,10,43 — 44,44,"6206,8995795"
102,15large,True,5,10,44 — 45,45,"5749,2456664"
102,15large,True,5,10,45 — 46,46,"4764,3679628"
102,15large,True,5,10,46 — 47,47,"3862,4311351"
102,15large,True,5,10,47 — 48,48,"3017,6163751"
102,15large,True,5,10,48 — 49,49,"2336,5600458"
102,15large,True,5,10,49 — 50,50,"2029,6604916"
102,15large,True,5,10,50 — 51,51,"2029,6604916"
102,15large,True,5,10,51 — 52,52,"2029,6604916"
102,15large,True,5,10,52 — 53,53,"2029,6604916"
102,15large,True,5,10,53 — 54,54,"2029,6604916"
102,15large,True,5,10,54 — 55,55,"1276,0499514"
102,15large,True,5,10,55 — 56,56,"558,65459879"
102,15large,True,5,10,56 — 57,57,0
102,15large,True,5,10,57 — 58,58,0
102,15large,True,5,10,58 — 59,59,0
102,15large,True,5,10,59 — 60,60,0
102,15large,True,5,10,60 — 61,61,0
103,15large,True,5,50,0 — 1,1,"38467,586293"
103,15large,True,5,50,1 — 2,2,"34396,644857"
103,15large,True,5,50,2 — 3,3,"30377,650823"
103,15large,True,5,50,3 — 4,4,"26580,553695"
103,15large,True,5,50,4 — 5,5,"22978,501589"
103,15large,True,5,50,5 — 6,6,"22978,501589"
103,15large,True,5,50,6 — 7,7,"22460,734192"
103,15large,True,5,50,7 — 8,8,"22460,734192"
103,15large,True,5,50,8 — 9,9,"22460,734192"
103,15large,True,5,50,9 — 10,10,"22460,734192"
103,15large,True,5,50,10 — 11,11,"20324,532658"
103,15large,True,5,50,11 — 12,12,"19188,515914"
103,15large,True,5,50,12 — 13,13,"19188,515914"
103,15large,True,5,50,13 — 14,14,"19188,515914"
103,15large,True,5,50,14 — 15,15,"19188,515914"
103,15large,True,5,50,15 — 16,16,"19122,808549"
103,15large,True,5,50,16 — 17,17,"19122,808549"
103,15large,True,5,50,17 — 18,18,"19122,808549"
103,15large,True,5,50,18 — 19,19,"19122,808549"
103,15large,True,5,50,19 — 20,20,"17295,647395"
103,15large,True,5,50,20 — 21,21,"14574,951485"
103,15large,True,5,50,21 — 22,22,"12604,726044"
103,15large,True,5,50,22 — 23,23,"11054,951529"
103,15large,True,5,50,23 — 24,24,"10202,917811"
103,15large,True,5,50,24 — 25,25,"10202,917811"
103,15large,True,5,50,25 — 26,26,"10202,917811"
103,15large,True,5,50,26 — 27,27,"9901,6837282"
103,15large,True,5,50,27 — 28,28,"9901,6837282"
103,15large,True,5,50,28 — 29,29,"9901,6837282"
103,15large,True,5,50,29 — 30,30,"9608,9230475"
103,15large,True,5,50,30 — 31,31,"9608,9230475"
103,15large,True,5,50,31 — 32,32,"9608,9230475"
103,15large,True,5,50,32 — 33,33,"9064,4938249"
103,15large,True,5,50,33 — 34,34,"8636,5774697"
103,15large,True,5,50,34 — 35,35,"8636,5774697"
103,15large,True,5,50,35 — 36,36,"8573,5045287"
103,15large,True,5,50,36 — 37,37,"8573,5045287"
103,15large,True,5,50,37 — 38,38,"8439,235814"
103,15large,True,5,50,38 — 39,39,"8290,3314092"
103,15large,True,5,50,39 — 40,40,"8290,3314092"
103,15large,True,5,50,40 — 41,41,"8290,3314092"
103,15large,True,5,50,41 — 42,42,"7557,0293059"
103,15large,True,5,50,42 — 43,43,"6853,6873752"
103,15large,True,5,50,43 — 44,44,"6179,4068691"
103,15large,True,5,50,44 — 45,45,"5597,6535263"
103,15large,True,5,50,45 — 46,46,"5090,3919621"
103,15large,True,5,50,46 — 47,47,"5090,3919621"
103,15large,True,5,50,47 — 48,48,"4687,5878841"
103,15large,True,5,50,48 — 49,49,"4205,3123677"
103,15large,True,5,50,49 — 50,50,"2881,9383247"
103,15large,True,5,50,50 — 51,51,"1752,9232942"
103,15large,True,5,50,51 — 52,52,"854,39905585"
103,15large,True,5,50,52 — 53,53,"73,231863153"
103,15large,True,5,50,53 — 54,54,"73,231863153"
103,15large,True,5,50,54 — 55,55,"73,231863153"
103,15large,True,5,50,55 — 56,56,"73,231863153"
103,15large,True,5,50,56 — 57,57,"73,231863153"
103,15large,True,5,50,57 — 58,58,"73,231863153"
103,15large,True,5,50,58 — 59,59,0
103,15large,True,5,50,59 — 60,60,0
103,15large,True,5,50,60 — 61,61,0
104,15large,True,5,100,0 — 1,1,"40271,562454"
104,15large,True,5,100,1 — 2,2,"40271,562454"
104,15large,True,5,100,2 — 3,3,"39493,473318"
104,15large,True,5,100,3 — 4,4,"39493,473318"
104,15large,True,5,100,4 — 5,5,"39493,473318"
104,15large,True,5,100,5 — 6,6,"38462,003368"
104,15large,True,5,100,6 — 7,7,"38462,003368"
104,15large,True,5,100,7 — 8,8,"38024,47679"
104,15large,True,5,100,8 — 9,9,"36270,180962"
104,15large,True,5,100,9 — 10,10,"36270,180962"
104,15large,True,5,100,10 — 11,11,"35661,0016"
104,15large,True,5,100,11 — 12,12,"35661,0016"
104,15large,True,5,100,12 — 13,13,"35661,0016"
104,15large,True,5,100,13 — 14,14,"35416,015758"
104,15large,True,5,100,14 — 15,15,"35416,015758"
104,15large,True,5,100,15 — 16,16,"35416,015758"
104,15large,True,5,100,16 — 17,17,"35416,015758"
104,15large,True,5,100,17 — 18,18,"35416,015758"
104,15large,True,5,100,18 — 19,19,"34846,308875"
104,15large,True,5,100,19 — 20,20,"33329,145719"
104,15large,True,5,100,20 — 21,21,"33329,145719"
104,15large,True,5,100,21 — 22,22,"33211,503636"
104,15large,True,5,100,22 — 23,23,"32964,653601"
104,15large,True,5,100,23 — 24,24,"32964,653601"
104,15large,True,5,100,24 — 25,25,"32964,653601"
104,15large,True,5,100,25 — 26,26,"32594,051512"
104,15large,True,5,100,26 — 27,27,"32594,051512"
104,15large,True,5,100,27 — 28,28,"31888,92229"
104,15large,True,5,100,28 — 29,29,"31530,131914"
104,15large,True,5,100,29 — 30,30,"30982,341078"
104,15large,True,5,100,30 — 31,31,"30982,341078"
104,15large,True,5,100,31 — 32,32,"30982,341078"
104,15large,True,5,100,32 — 33,33,"30302,533737"
104,15large,True,5,100,33 — 34,34,"30302,533737"
104,15large,True,5,100,34 — 35,35,"30302,533737"
104,15large,True,5,100,35 — 36,36,"30302,533737"
104,15large,True,5,100,36 — 37,37,"30065,309154"
104,15large,True,5,100,37 — 38,38,"29734,920248"
104,15large,True,5,100,38 — 39,39,"29734,920248"
104,15large,True,5,100,39 — 40,40,"29734,920248"
104,15large,True,5,100,40 — 41,41,"29591,336684"
104,15large,True,5,100,41 — 42,42,"28857,949218"
104,15large,True,5,100,42 — 43,43,"25211,283642"
104,15large,True,5,100,43 — 44,44,"25211,283642"
104,15large,True,5,100,44 — 45,45,"25211,283642"
104,15large,True,5,100,45 — 46,46,"25211,283642"
104,15large,True,5,100,46 — 47,47,"24931,848707"
104,15large,True,5,100,47 — 48,48,"23109,935833"
104,15large,True,5,100,48 — 49,49,"23109,935833"
104,15large,True,5,100,49 — 50,50,"23109,935833"
104,15large,True,5,100,50 — 51,51,"23109,935833"
104,15large,True,5,100,51 — 52,52,"23109,935833"
104,15large,True,5,100,52 — 53,53,"22914,931225"
104,15large,True,5,100,53 — 54,54,"22914,931225"
104,15large,True,5,100,54 — 55,55,"22914,931225"
104,15large,True,5,100,55 — 56,56,"22805,96511"
104,15large,True,5,100,56 — 57,57,"22738,90002"
104,15large,True,5,100,57 — 58,58,"22738,90002"
104,15large,True,5,100,58 — 59,59,"21915,084964"
104,15large,True,5,100,59 — 60,60,"21915,084964"
104,15large,True,5,100,60 — 61,61,"21915,084964"
105,15large,True,10,10,0 — 1,1,"40582,051512"
105,15large,True,10,10,1 — 2,2,"34902,398258"
105,15large,True,10,10,2 — 3,3,"31372,943957"
105,15large,True,10,10,3 — 4,4,"27254,530367"
105,15large,True,10,10,4 — 5,5,"24051,063519"
105,15large,True,10,10,5 — 6,6,"20410,745022"
105,15large,True,10,10,6 — 7,7,"17332,282124"
105,15large,True,10,10,7 — 8,8,"15345,246395"
105,15large,True,10,10,8 — 9,9,"14368,660916"
105,15large,True,10,10,9 — 10,10,"11873,917563"
105,15large,True,10,10,10 — 11,11,"11873,917563"
105,15large,True,10,10,11 — 12,12,"11873,917563"
105,15large,True,10,10,12 — 13,13,"11501,271321"
105,15large,True,10,10,13 — 14,14,"11501,271321"
105,15large,True,10,10,14 — 15,15,"11501,271321"
105,15large,True,10,10,15 — 16,16,"11252,28099"
105,15large,True,10,10,16 — 17,17,"11252,28099"
105,15large,True,10,10,17 — 18,18,"10852,190084"
105,15large,True,10,10,18 — 19,19,"10284,096856"
105,15large,True,10,10,19 — 20,20,"9129,7055961"
105,15large,True,10,10,20 — 21,21,"7293,8459219"
105,15large,True,10,10,21 — 22,22,"7138,3091745"
105,15large,True,10,10,22 — 23,23,"6614,2801494"
105,15large,True,10,10,23 — 24,24,"6614,2801494"
105,15large,True,10,10,24 — 25,25,"6001,4071698"
105,15large,True,10,10,25 — 26,26,"5409,8888144"
105,15large,True,10,10,26 — 27,27,"5409,8888144"
105,15large,True,10,10,27 — 28,28,"5221,5619603"
105,15large,True,10,10,28 — 29,29,"4717,4428738"
105,15large,True,10,10,29 — 30,30,"4413,4176325"
105,15large,True,10,10,30 — 31,31,"4057,0259496"
105,15large,True,10,10,31 — 32,32,"3837,6233954"
105,15large,True,10,10,32 — 33,33,"3837,6233954"
105,15large,True,10,10,33 — 34,34,"3569,1641335"
105,15large,True,10,10,34 — 35,35,"3472,8979018"
105,15large,True,10,10,35 — 36,36,"3472,8979018"
105,15large,True,10,10,36 — 37,37,"3472,8979018"
105,15large,True,10,10,37 — 38,38,"3112,008597"
105,15large,True,10,10,38 — 39,39,"2772,8032793"
105,15large,True,10,10,39 — 40,40,"2608,4673947"
105,15large,True,10,10,40 — 41,41,"2608,4673947"
105,15large,True,10,10,41 — 42,42,"2514,0771529"
105,15large,True,10,10,42 — 43,43,"2190,5008672"
105,15large,True,10,10,43 — 44,44,"2087,5167442"
105,15large,True,10,10,44 — 45,45,"2087,5167442"
105,15large,True,10,10,45 — 46,46,"1346,377273"
105,15large,True,10,10,46 — 47,47,"1346,377273"
105,15large,True,10,10,47 — 48,48,"1346,377273"
105,15large,True,10,10,48 — 49,49,"895,0718765"
105,15large,True,10,10,49 — 50,50,"895,0718765"
105,15large,True,10,10,50 — 51,51,"895,0718765"
105,15large,True,10,10,51 — 52,52,"792,08775346"
105,15large,True,10,10,52 — 53,53,"792,08775346"
105,15large,True,10,10,53 — 54,54,"792,08775346"
105,15large,True,10,10,54 — 55,55,"792,08775346"
105,15large,True,10,10,55 — 56,56,"648,28539336"
105,15large,True,10,10,56 — 57,57,"648,28539336"
105,15large,True,10,10,57 — 58,58,"648,28539336"
105,15large,True,10,10,58 — 59,59,"648,28539336"
105,15large,True,10,10,59 — 60,60,"648,28539336"
105,15large,True,10,10,60 — 61,61,"505,63093704"
106,15large,True,10,50,0 — 1,1,"39832,776666"
106,15large,True,10,50,1 — 2,2,"34862,386214"
106,15large,True,10,50,2 — 3,3,"29791,781496"
106,15large,True,10,50,3 — 4,4,"25947,028085"
106,15large,True,10,50,4 — 5,5,"23440,004552"
106,15large,True,10,50,5 — 6,6,"21410,080813"
106,15large,True,10,50,6 — 7,7,"20507,658174"
106,15large,True,10,50,7 — 8,8,"20507,658174"
106,15large,True,10,50,8 — 9,9,"18887,299843"
106,15large,True,10,50,9 — 10,10,"18887,299843"
106,15large,True,10,50,10 — 11,11,"18887,299843"
106,15large,True,10,50,11 — 12,12,"18017,358329"
106,15large,True,10,50,12 — 13,13,"18017,358329"
106,15large,True,10,50,13 — 14,14,"18017,358329"
106,15large,True,10,50,14 — 15,15,"18017,358329"
106,15large,True,10,50,15 — 16,16,"18017,358329"
106,15large,True,10,50,16 — 17,17,"17005,743253"
106,15large,True,10,50,17 — 18,18,"16836,970959"
106,15large,True,10,50,18 — 19,19,"16836,970959"
106,15large,True,10,50,19 — 20,20,"15628,726577"
106,15large,True,10,50,20 — 21,21,"12669,004256"
106,15large,True,10,50,21 — 22,22,"12669,004256"
